#Scenario,Key,Factor,BaseValue,ShiftSize
parallel_rates,IndexCurve/USD-LIBOR-6M/9,IndexCurve/USD-LIBOR-6M/9/5Y,0.02114338,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/10,IndexCurve/USD-LIBOR-6M/10/7Y,0.02327248,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/11,IndexCurve/USD-LIBOR-6M/11/10Y,0.02566421,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/12,IndexCurve/USD-LIBOR-6M/12/15Y,0.02839168,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/13,IndexCurve/USD-LIBOR-6M/13/20Y,0.02980323,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/14,IndexCurve/USD-LIBOR-6M/14/25Y,0.03051213,0.00010000
parallel_rates,IndexCurve/USD-LIBOR-6M/15,IndexCurve/USD-LIBOR-6M/15/30Y,0.03104213,0.00010000
parallel_rates,SwaptionVolatility/EUR/0,SwaptionVolatility/EUR/0/1Y/1Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/1,SwaptionVolatility/EUR/1/1Y/5Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/2,SwaptionVolatility/EUR/2/1Y/10Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/3,SwaptionVolatility/EUR/3/5Y/1Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/4,SwaptionVolatility/EUR/4/5Y/5Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/5,SwaptionVolatility/EUR/5/5Y/10Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/6,SwaptionVolatility/EUR/6/7Y/1Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/7,SwaptionVolatility/EUR/7/7Y/5Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/8,SwaptionVolatility/EUR/8/7Y/10Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/9,SwaptionVolatility/EUR/9/10Y/1Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/10,SwaptionVolatility/EUR/10/10Y/5Y/ATM,0.00000000,0.00000000
parallel_rates,SwaptionVolatility/EUR/11,SwaptionVolatility/EUR/11/10Y/10Y/ATM,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/0,OptionletVolatility/EUR/0/1Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/1,OptionletVolatility/EUR/1/1Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/2,OptionletVolatility/EUR/2/1Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/3,OptionletVolatility/EUR/3/1Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/4,OptionletVolatility/EUR/4/1Y/0.05,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/5,OptionletVolatility/EUR/5/2Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/6,OptionletVolatility/EUR/6/2Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/7,OptionletVolatility/EUR/7/2Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/8,OptionletVolatility/EUR/8/2Y/0.04,0.00634611,0.00010000
parallel_rates,OptionletVolatility/EUR/9,OptionletVolatility/EUR/9/2Y/0.05,0.00866484,0.00010000
parallel_rates,OptionletVolatility/EUR/10,OptionletVolatility/EUR/10/3Y/0.01,0.01080603,0.00010000
parallel_rates,OptionletVolatility/EUR/11,OptionletVolatility/EUR/11/3Y/0.02,0.01273007,0.00010000
parallel_rates,OptionletVolatility/EUR/12,OptionletVolatility/EUR/12/3Y/0.03,0.01457076,0.00010000
parallel_rates,OptionletVolatility/EUR/13,OptionletVolatility/EUR/13/3Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/14,OptionletVolatility/EUR/14/3Y/0.05,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/15,OptionletVolatility/EUR/15/5Y/0.01,0.00634417,0.00010000
parallel_rates,OptionletVolatility/EUR/16,OptionletVolatility/EUR/16/5Y/0.02,0.00825094,0.00010000
parallel_rates,OptionletVolatility/EUR/17,OptionletVolatility/EUR/17/5Y/0.03,0.01009212,0.00010000
parallel_rates,OptionletVolatility/EUR/18,OptionletVolatility/EUR/18/5Y/0.04,0.01181967,0.00010000
parallel_rates,OptionletVolatility/EUR/19,OptionletVolatility/EUR/19/5Y/0.05,0.01344154,0.00010000
parallel_rates,OptionletVolatility/EUR/20,OptionletVolatility/EUR/20/7Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/21,OptionletVolatility/EUR/21/7Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/22,OptionletVolatility/EUR/22/7Y/0.03,0.00681074,0.00010000
parallel_rates,OptionletVolatility/EUR/23,OptionletVolatility/EUR/23/7Y/0.04,0.00828152,0.00010000
parallel_rates,OptionletVolatility/EUR/24,OptionletVolatility/EUR/24/7Y/0.05,0.00984170,0.00010000
parallel_rates,OptionletVolatility/EUR/25,OptionletVolatility/EUR/25/10Y/0.01,0.01137222,0.00010000
parallel_rates,OptionletVolatility/EUR/26,OptionletVolatility/EUR/26/10Y/0.02,0.01281773,0.00010000
parallel_rates,OptionletVolatility/EUR/27,OptionletVolatility/EUR/27/10Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/28,OptionletVolatility/EUR/28/10Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/EUR/29,OptionletVolatility/EUR/29/10Y/0.05,0.00764157,0.00010000
parallel_rates,OptionletVolatility/EUR/30,na,0.00848680,0.00010000
parallel_rates,OptionletVolatility/EUR/31,na,0.00956031,0.00010000
parallel_rates,OptionletVolatility/EUR/32,na,0.01068728,0.00010000
parallel_rates,OptionletVolatility/EUR/33,na,0.01179943,0.00010000
parallel_rates,OptionletVolatility/EUR/36,na,0.00756076,0.00010000
parallel_rates,OptionletVolatility/EUR/37,na,0.00813130,0.00010000
parallel_rates,OptionletVolatility/EUR/38,na,0.00888891,0.00010000
parallel_rates,OptionletVolatility/EUR/39,na,0.00976729,0.00010000
parallel_rates,OptionletVolatility/EUR/40,na,0.01072507,0.00010000
parallel_rates,OptionletVolatility/EUR/43,na,0.00736231,0.00010000
parallel_rates,OptionletVolatility/EUR/44,na,0.00758588,0.00010000
parallel_rates,OptionletVolatility/EUR/45,na,0.00794944,0.00010000
parallel_rates,OptionletVolatility/EUR/46,na,0.00833740,0.00010000
parallel_rates,OptionletVolatility/EUR/47,na,0.00874580,0.00010000
parallel_rates,OptionletVolatility/USD/0,OptionletVolatility/USD/0/1Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/1,OptionletVolatility/USD/1/1Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/2,OptionletVolatility/USD/2/1Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/3,OptionletVolatility/USD/3/1Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/4,OptionletVolatility/USD/4/1Y/0.05,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/5,OptionletVolatility/USD/5/2Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/6,OptionletVolatility/USD/6/2Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/7,OptionletVolatility/USD/7/2Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/8,OptionletVolatility/USD/8/2Y/0.04,0.00577151,0.00010000
parallel_rates,OptionletVolatility/USD/9,OptionletVolatility/USD/9/2Y/0.05,0.00723775,0.00010000
parallel_rates,OptionletVolatility/USD/10,OptionletVolatility/USD/10/3Y/0.01,0.00867746,0.00010000
parallel_rates,OptionletVolatility/USD/11,OptionletVolatility/USD/11/3Y/0.02,0.01022984,0.00010000
parallel_rates,OptionletVolatility/USD/12,OptionletVolatility/USD/12/3Y/0.03,0.01182693,0.00010000
parallel_rates,OptionletVolatility/USD/13,OptionletVolatility/USD/13/3Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/14,OptionletVolatility/USD/14/3Y/0.05,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/15,OptionletVolatility/USD/15/5Y/0.01,0.00719499,0.00010000
parallel_rates,OptionletVolatility/USD/16,OptionletVolatility/USD/16/5Y/0.02,0.00839686,0.00010000
parallel_rates,OptionletVolatility/USD/17,OptionletVolatility/USD/17/5Y/0.03,0.00947082,0.00010000
parallel_rates,OptionletVolatility/USD/18,OptionletVolatility/USD/18/5Y/0.04,0.01070390,0.00010000
parallel_rates,OptionletVolatility/USD/19,OptionletVolatility/USD/19/5Y/0.05,0.01227724,0.00010000
parallel_rates,OptionletVolatility/USD/20,OptionletVolatility/USD/20/7Y/0.01,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/21,OptionletVolatility/USD/21/7Y/0.02,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/22,OptionletVolatility/USD/22/7Y/0.03,0.00845300,0.00010000
parallel_rates,OptionletVolatility/USD/23,OptionletVolatility/USD/23/7Y/0.04,0.00965814,0.00010000
parallel_rates,OptionletVolatility/USD/24,OptionletVolatility/USD/24/7Y/0.05,0.01058286,0.00010000
parallel_rates,OptionletVolatility/USD/25,OptionletVolatility/USD/25/10Y/0.01,0.01145418,0.00010000
parallel_rates,OptionletVolatility/USD/26,OptionletVolatility/USD/26/10Y/0.02,0.01291697,0.00010000
parallel_rates,OptionletVolatility/USD/27,OptionletVolatility/USD/27/10Y/0.03,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/28,OptionletVolatility/USD/28/10Y/0.04,0.00000000,0.00000000
parallel_rates,OptionletVolatility/USD/29,OptionletVolatility/USD/29/10Y/0.05,0.00982702,0.00010000
parallel_rates,OptionletVolatility/USD/30,na,0.01021438,0.00010000
parallel_rates,OptionletVolatility/USD/31,na,0.01050705,0.00010000
parallel_rates,OptionletVolatility/USD/32,na,0.01058685,0.00010000
parallel_rates,OptionletVolatility/USD/33,na,0.01147862,0.00010000
parallel_rates,OptionletVolatility/USD/36,na,0.00921612,0.00010000
parallel_rates,OptionletVolatility/USD/37,na,0.00945461,0.00010000
parallel_rates,OptionletVolatility/USD/38,na,0.00963428,0.00010000
parallel_rates,OptionletVolatility/USD/39,na,0.00961494,0.00010000
parallel_rates,OptionletVolatility/USD/40,na,0.01032890,0.00010000
parallel_rates,OptionletVolatility/USD/43,na,0.00837507,0.00010000
parallel_rates,OptionletVolatility/USD/44,na,0.00882218,0.00010000
parallel_rates,OptionletVolatility/USD/45,na,0.00895203,0.00010000
parallel_rates,OptionletVolatility/USD/46,na,0.00902503,0.00010000
parallel_rates,OptionletVolatility/USD/47,na,0.00983506,0.00010000
parallel_rates,FXSpot/GBPEUR/0,FXSpot/GBPEUR/0/spot,1.24393734,0.01243937
parallel_rates,FXSpot/USDEUR/0,FXSpot/USDEUR/0/spot,0.89196061,0.00891961
parallel_rates,FXVolatility/GBPEUR/0,FXVolatility/GBPEUR/0/1Y/ATM,0.00000000,0.00000000
parallel_rates,FXVolatility/GBPEUR/1,FXVolatility/GBPEUR/1/2Y/ATM,0.22978970,0.00229790
parallel_rates,FXVolatility/GBPEUR/2,FXVolatility/GBPEUR/2/3Y/ATM,0.22923000,0.00229230
parallel_rates,FXVolatility/GBPEUR/3,FXVolatility/GBPEUR/3/5Y/ATM,0.23047157,0.00230472
parallel_rates,FXVolatility/GBPEUR/5,na,0.23145800,0.00231458
parallel_rates,FXVolatility/USDEUR/0,FXVolatility/USDEUR/0/1Y/ATM,0.00000000,0.00000000
parallel_rates,FXVolatility/USDEUR/1,FXVolatility/USDEUR/1/2Y/ATM,0.22082812,0.00220828
parallel_rates,FXVolatility/USDEUR/2,FXVolatility/USDEUR/2/3Y/ATM,0.22046500,0.00220465
parallel_rates,FXVolatility/USDEUR/3,FXVolatility/USDEUR/3/5Y/ATM,0.22299300,0.00222993
parallel_rates,FXVolatility/USDEUR/5,na,0.23075337,0.00230753
parallel_rates,EquitySpot/FTSE/0,EquitySpot/FTSE/0/spot,7592.88710000,75.92887100
parallel_rates,EquitySpot/SPX/0,EquitySpot/SPX/0/spot,2439.22070000,24.39220700
parallel_rates,EquityVolatility/FTSE/0,EquityVolatility/FTSE/0/2W/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/1,EquityVolatility/FTSE/1/1M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/2,EquityVolatility/FTSE/2/3M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/3,EquityVolatility/FTSE/3/6M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/4,EquityVolatility/FTSE/4/1Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/5,EquityVolatility/FTSE/5/2Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/6,EquityVolatility/FTSE/6/3Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/7,EquityVolatility/FTSE/7/5Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/8,EquityVolatility/FTSE/8/10Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/9,EquityVolatility/FTSE/9/15Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/10,EquityVolatility/FTSE/10/20Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/FTSE/11,EquityVolatility/FTSE/11/30Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/0,EquityVolatility/SPX/0/2W/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/1,EquityVolatility/SPX/1/1M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/2,EquityVolatility/SPX/2/3M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/3,EquityVolatility/SPX/3/6M/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/4,EquityVolatility/SPX/4/1Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/5,EquityVolatility/SPX/5/2Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/6,EquityVolatility/SPX/6/3Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/7,EquityVolatility/SPX/7/5Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/8,EquityVolatility/SPX/8/10Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/9,EquityVolatility/SPX/9/15Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/10,EquityVolatility/SPX/10/20Y/ATM,0.25391400,0.01000000
parallel_rates,EquityVolatility/SPX/11,EquityVolatility/SPX/11/30Y/ATM,0.25391400,0.01000000
parallel_rates,SurvivalProbability/CPTY_1/0,SurvivalProbability/CPTY_1/0/6M,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/1,SurvivalProbability/CPTY_1/1/1Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/2,SurvivalProbability/CPTY_1/2/2Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/3,SurvivalProbability/CPTY_1/3/3Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/4,SurvivalProbability/CPTY_1/4/4Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/5,SurvivalProbability/CPTY_1/5/5Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/6,SurvivalProbability/CPTY_1/6/7Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/7,SurvivalProbability/CPTY_1/7/10Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/8,SurvivalProbability/CPTY_1/8/12Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/9,SurvivalProbability/CPTY_1/9/15Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_1/10,SurvivalProbability/CPTY_1/10/20Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/0,SurvivalProbability/CPTY_2/0/6M,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/1,SurvivalProbability/CPTY_2/1/1Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/2,SurvivalProbability/CPTY_2/2/2Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/3,SurvivalProbability/CPTY_2/3/3Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/4,SurvivalProbability/CPTY_2/4/4Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/5,SurvivalProbability/CPTY_2/5/5Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/6,SurvivalProbability/CPTY_2/6/7Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/7,SurvivalProbability/CPTY_2/7/10Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/8,SurvivalProbability/CPTY_2/8/12Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/9,SurvivalProbability/CPTY_2/9/15Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_2/10,SurvivalProbability/CPTY_2/10/20Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/0,SurvivalProbability/CPTY_3/0/6M,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/1,SurvivalProbability/CPTY_3/1/1Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/2,SurvivalProbability/CPTY_3/2/2Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/3,SurvivalProbability/CPTY_3/3/3Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/4,SurvivalProbability/CPTY_3/4/4Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/5,SurvivalProbability/CPTY_3/5/5Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/6,SurvivalProbability/CPTY_3/6/7Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/7,SurvivalProbability/CPTY_3/7/10Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/8,SurvivalProbability/CPTY_3/8/12Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/9,SurvivalProbability/CPTY_3/9/15Y,0.01000000,0.00010000
parallel_rates,SurvivalProbability/CPTY_3/10,SurvivalProbability/CPTY_3/10/20Y,0.01000000,0.00010000
parallel_rates,CDSVolatility/CDXIG/0,CDSVolatility/CDXIG/0/3M/ATM,0.20000000,0.00200000
parallel_rates,CDSVolatility/CDXIG/1,CDSVolatility/CDXIG/1/6M/ATM,0.20000000,0.00200000
parallel_rates,CDSVolatility/CDXIG/2,CDSVolatility/CDXIG/2/1Y/ATM,0.14103443,0.00141034
parallel_rates,ZeroInflationCurve/EUHICPXT/0,ZeroInflationCurve/EUHICPXT/0/6M,0.01161966,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/1,ZeroInflationCurve/EUHICPXT/1/1Y,0.01161966,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/2,ZeroInflationCurve/EUHICPXT/2/2Y,0.00817500,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/3,ZeroInflationCurve/EUHICPXT/3/3Y,0.00817500,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/4,ZeroInflationCurve/EUHICPXT/4/5Y,0.00000000,0.00000000
parallel_rates,ZeroInflationCurve/EUHICPXT/5,ZeroInflationCurve/EUHICPXT/5/7Y,0.00837423,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/6,ZeroInflationCurve/EUHICPXT/6/10Y,0.00930000,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/7,ZeroInflationCurve/EUHICPXT/7/15Y,0.01127500,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/8,ZeroInflationCurve/EUHICPXT/8/20Y,0.01325000,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/9,ZeroInflationCurve/EUHICPXT/9/30Y,0.01427500,0.00010000
parallel_rates,ZeroInflationCurve/EUHICPXT/11,na,0.01562500,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/0,ZeroInflationCurve/UKRPI/0/6M,0.02824335,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/1,ZeroInflationCurve/UKRPI/1/1Y,0.02824335,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/2,ZeroInflationCurve/UKRPI/2/2Y,0.02942500,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/3,ZeroInflationCurve/UKRPI/3/3Y,0.02975000,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/4,ZeroInflationCurve/UKRPI/4/4Y,0.02983000,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/5,ZeroInflationCurve/UKRPI/5/5Y,0.02999859,0.00010000
parallel_rates,ZeroInflationCurve/UKRPI/6,ZeroInflationCurve/UKRPI/6/7Y,0.03008000,0.00010000
